117	COMMUNITY GRAMMAR SCHOOL, ODE-LEMO (COMBINED)	SAGAMU
118	IJAGBA COMMUNITY HIGH SCHOOL, SAGAMU (COMBINED)	SAGAMU
119	OFIN HIGH SCHOOL, SAGAMU (COMBINED)	SAGAMU
120	OGO-OLUWA COMMUNITY MODEL SCHOOL, OGIJO (COMBINED)	SAGAMU
121	SIMAWA COMMUNITY HIGH SCHOOL, SIMAWA (COMBINED)	SAGAMU
122	ST. JOHN'S ANGLICAN GRAMMAR SCHOOL, ODE-LEMO (COMBINED)	SAGAMU
123	ADOKUN HIGH SCHOOL IGAN-OKOTO (COMBINED)	YEWA NORTH
124	AREA COMMUNITY HIGH SCHOOL IBEKU (COMBINED)	YEWA NORTH
125	ASAKANRAN GRAMMAR SCHOOL IBESE (COMBINED)	YEWA NORTH
126	COMMUNITY HIGH SCHOOL, AGBON-OJODU (COMBINED)	YEWA NORTH
127	COMMUNITY HIGH SCHOOL EBUTE IGBOORO (COMBINED)	YEWA NORTH
128	COMMUNITY COMPREHENSIVE HIGH SCHOOL EGGUA (COMBINED)	YEWA NORTH
129	COMMUNITY HIGH SCHOOL OHUNBE (COMBINED)	YEWA NORTH
130	EYINNI COMPREHENSIVE HIGH SCHOOL IBOORO (COMBINED)	YEWA NORTH
131	F.A.C.M(UNA) HIGH SCHOOL, IGBOGILA (COMBINED)	YEWA NORTH
132	COMMUNITY GRAMMAR SCHOOL, IGBOKOFI (COMBINED)	YEWA NORTH
133	KETU COMMUNITY HIGH SCHOOL IJALE KETU (COMBINED)	YEWA NORTH
134	MUSLIM COMMUNITY HIGH SCHOOL, OJA ODAN (COMBINED)	YEWA NORTH
135	OBALAJU HIGH SCHOOL, JOGA-ORILE (COMBINED)	YEWA NORTH
136	SAWONJO HIGH SCHOOL, SAWONJO (COMBINED)	YEWA NORTH
137	AREA COMM. HIGH SCHOOL, OLOKUTA (COMBINED)	YEWA SOUTH
138	BAPTIST HIGH SCHOOL, ILARO (COMBINED)	YEWA SOUTH
139	IDOGO - IPAJA  COMM HIGH SCH, IDOGO (COMBINED)	YEWA SOUTH
140	ILOBI-ERINJA HIGH SCHOOL  (COMBINED)	YEWA SOUTH
141	OKE-ODAN GRAMMAR SCHOOL,OKE ODAN (COMBINED)	YEWA SOUTH
142	OWO COMMUNITY HIGH SCHOOL (COMBINED)	YEWA SOUTH
