NAME OF SCHOOL
"PLANTATION HIGH SCHOOL, AREA J4"
"COMPREHENSIVE HIGH SCHOOL, IJEBU IMUSIN"
"AJEBANDELE HIGH SCHOOL, AJEBANDELE J4"
"COMMUNITY COMPREHENSIVE HIGH SCHOOL, J4/J6"
"COMMUNITY GRAMMAR SCHOOL, OWU/IKIJA"
"OKE-IMOBI COMMUNITY GRAMMAR SCHOOL, TERELU-IMOBI"
"EHIN-OSUN COMMUNITY HIGH SCHOOL, EGBEDA-OJELANA"
"IMOBI COMMUNITY HIGH SCHOOL, OKE-IGBAGA"
"COMMUNITY GRAMMAR SCHOOL, IJEBU - IFE"
"AWOTUNDE HIGH SCHOOL, EHIN-OSUN"
"COMMUNITY HIGH SCHOOL, OLOOJI AREA J4 "
"ANGLICAN COMPREHENSIVE HIGH SCHOOL, IKOTO SNR"
"MULTILATERAL GRAMMAR SCHOOL, OKUN-OWA"
"OSOSA COMPREHENSIVE HIGH SCHOOL, OSOSA"
"ODOGBOLU COMPREHENSIVE HIGH SCHOOL,ODOGBOLU"
"ODOGBOLU GRAMMAR SCHOOL, ODOGBOLU"
"OMU-AJOSE COMPREHENSIVE HIGH SCHOOL, ODOGBOLU"
"IBEFUN/ILADO COMPREHENSIVE HIGH SCHOOL, IBEFUN"
"ODUA COMPREHENSIVE HIGH SCHOOL, IMORU"
"ANGLICAN COMPREHENSIVE HIGH SCHOOL, IKOTO"
"MULTILATERAL GRAMMAR SCHOOL, OKUN-OWA"
"OSOSA COMPREHENSIVE HIGH SCHOOL, OSOSA"
"ODOGBOLU COMPREHENSIVE HIGH SCHOOL,ODOGBOLU"
"ODOGBOLU GRAMMAR SCHOOL, ODOGBOLU"
"OMU-AJOSE COMPREHENSIVE HIGH SCHOOL, ODOGBOLU"
"IBEFUN/ILADO COMPREHENSIVE HIGH SCHOOL, IBEFUN"
"ODUA COMPREHENSIVE HIGH SCHOOL, IMORU"
"AIYEPE COMPREHENSIVE HIGH SCHOOL, AIYEPE"
"COMMUNITY GRAMMAR SCHOOL, AIYEPE"
"IDOWA COMPREHENSIVE HIGH SCHOOL, IDOWA"
"IGBILE COMMUNITY HIGH SCHOOL, IGBILE"
"IJEBU SOUNTHERN DISTRICT GRAMMAR SCHOOL, ALA"
"OGBO COMMUNITY COMPREHENSIVE HIGH SCHOOL, OGBO"
IFESOWAPO COMPREHENSIVE HIGH SCHOOL
"IKANGBA COMPREHENSIVE HIGH SCHOOL, IKANGBA"
"IMODI-IJASI COMPREHENSIVE HIGH SCHOOL, IMODI"
"MORAIKA COMPREHENSIVE HIGH SCHOOL, ATIBA"
"IMAGBON/IMAKA COMPREHENSIVE HIGH SCHOOL, IMAGBO"
"TITILAYO AGBAJE MEMORIAL COMPREHENSIVE HIGH SCHOOL, IMOSAN"
ADEOLA ODUTOLA COLLEGE SENIOR
ANGLICAN GIRLS GRAMMAR SCHOOL SENIOR
"ANSAR-UD-DEEN HIGH SCHOOL, IJEBU-ODE SENIOR"
"CHRIST CHURCH HIGH SCHOOL, SABO SENIOR"
"IJEBU MUSLIM COLLEGE, I-ODE SENIOR"
"IJEBU-ODE GRAMMAR SCHOOL, I-ODE SENIOR"
"LUBA COMPREHENSIVE SCHOOL, SENIOR"
"MOLIPA HIGH SCHOOL, I-ODE, SENIOR"
"MOSLEM COMPREHENSIVE HIGH SCHOOL, SENIOR"
"MUSLIM GIRLS HIGH SCHOOL, I-ODE, SENIOR"
"OUR LADY OF APOSTLES SECONDARY SCHOOL, SENIOR"
"ADEOLA ODUTOLA COLLEGE, JUNIOR"
"ANGLICAN GIRLS GRAM. SCH., JUNIOR"
"ANSAR-UD-DEEN HIGH. SCH. I-ODE, JUNIOR"
"CHRIST CHURCH HIGH SCHOOL, JUNIOR"
"IJEBU MUSLIM COLLEGE, I-ODE, JUNIOR"
"IJEBU-ODE GRAM. SCH., JUNIOR"
"LUBA COMP. HIGH SCHOOL, JUNIOR"
"MOLIPA HIGH SCHOOL, JUNIOR"
"MOSLEM COMP. HIGH SCHOOL, JUNIOR"
"MUSLIM GIRLS HIGH SCH. , JUNIOR"
"OUR LADY OF APOSTLES SECONDARY SCHOOL, JUNIOR"
"ANSAR-UD-DEEN HIGH SCHOOL, ISINWO"
GOVERNMENT SCIENCE & TECHNICAL COLLEGE
"ITAMAPAKO HIGH SCHOOL, ILOTI"
"OBAFEMI AWOLOWO COMP. HIGH SCHOOL, ODONOKO"
